assoc_idx,sup_idx,Associate,Associate Email,Associate State,Associate License,Associate Availability,Supervisor,Supervisor Email,Supervisor State,Who can you supervise?,Supervisor Availability,Capacity,AvailabilityOverlap,AvailabilityScore,Label,Reason
172,74,Rowan Reed,rowan.reed@sample.org,WY,Psychologist,"Tuesday 10:00 AM, Tuesday 11:30 AM, Wednesday 10:30 AM, Thursday 11:00 AM, Thursday 2:00 PM, Thursday 3:00 PM, Thursday 5:00 PM, Thursday 5:30 PM, Friday 11:00 AM, Friday 1:00 PM, Friday 2:00 PM, Friday 3:30 PM",Rowan Clark,rowan.clark@mail.net,WY,"Marriage and Family Therapist, Psychologist","Monday 12:30 PM, Monday 2:30 PM, Monday 5:00 PM, Monday 5:30 PM, Tuesday 8:30 AM, Tuesday 10:00 AM, Tuesday 12:30 PM, Tuesday 1:30 PM, Thursday 3:00 PM, Thursday 6:00 PM, Friday 2:30 PM, Friday 3:00 PM",5,2,0.6536586688247349,1,good_match
172,80,Rowan Reed,rowan.reed@sample.org,WY,Psychologist,"Tuesday 10:00 AM, Tuesday 11:30 AM, Wednesday 10:30 AM, Thursday 11:00 AM, Thursday 2:00 PM, Thursday 3:00 PM, Thursday 5:00 PM, Thursday 5:30 PM, Friday 11:00 AM, Friday 1:00 PM, Friday 2:00 PM, Friday 3:30 PM",Jamie Gonzalez,jamie.gonzalez@example.com,WY,"Counselor, Marriage and Family Therapist, Psychologist","Monday 10:30 AM, Monday 6:00 PM, Tuesday 8:00 AM, Tuesday 9:00 AM, Wednesday 10:00 AM, Wednesday 1:00 PM, Wednesday 3:00 PM, Thursday 4:00 PM, Friday 10:00 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 5:30 PM",3,0,0.7216474782331306,1,good_match
172,96,Rowan Reed,rowan.reed@sample.org,WY,Psychologist,"Tuesday 10:00 AM, Tuesday 11:30 AM, Wednesday 10:30 AM, Thursday 11:00 AM, Thursday 2:00 PM, Thursday 3:00 PM, Thursday 5:00 PM, Thursday 5:30 PM, Friday 11:00 AM, Friday 1:00 PM, Friday 2:00 PM, Friday 3:30 PM",Reese Bennett,reese.bennett@mail.net,WY,Psychologist,"Monday 11:30 AM, Monday 1:00 PM, Monday 3:30 PM, Monday 5:30 PM, Monday 6:00 PM, Tuesday 8:00 AM, Tuesday 10:00 AM, Tuesday 11:30 AM, Tuesday 1:30 PM, Tuesday 3:00 PM, Tuesday 3:30 PM, Tuesday 4:30 PM, Tuesday 6:00 PM, Wednesday 9:00 AM, Thursday 9:30 AM, Thursday 11:30 AM, Thursday 5:00 PM, Friday 11:00 AM",4,4,0.6968106603826151,1,good_match
175,4,Peyton Ramirez,peyton.ramirez@example.com,MA,Social Worker,"Monday 12:30 PM, Tuesday 4:30 PM, Wednesday 9:30 AM, Wednesday 6:00 PM, Thursday 11:30 AM, Thursday 1:00 PM, Thursday 3:30 PM, Thursday 4:30 PM, Friday 8:00 AM, Friday 11:00 AM, Friday 4:00 PM, Friday 4:30 PM",Dakota Chen,dakota.chen@example.com,MA,"Marriage and Family Therapist, Social Worker","Monday 4:30 PM, Monday 5:00 PM, Tuesday 11:00 AM, Tuesday 1:00 PM, Tuesday 2:00 PM, Tuesday 5:30 PM, Wednesday 12:00 PM, Wednesday 4:00 PM, Thursday 8:00 AM, Thursday 12:30 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 11:30 AM",6,0,0.7824169871258652,1,good_match
177,3,Morgan Davis,morgan.davis@sample.org,IN,Psychologist,"Monday 8:30 AM, Monday 3:00 PM, Tuesday 12:30 PM, Wednesday 9:00 AM, Wednesday 3:30 PM, Thursday 3:30 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 8:30 AM, Friday 2:00 PM",Taylor Chen,taylor.chen@example.com,IN,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 6:00 PM, Tuesday 11:30 AM, Tuesday 1:00 PM, Tuesday 2:30 PM, Wednesday 11:00 AM, Wednesday 4:30 PM, Thursday 10:30 AM, Thursday 12:00 PM, Thursday 5:00 PM, Friday 9:30 AM, Friday 10:00 AM, Friday 12:30 PM",2,0,0.7546684585033392,1,good_match
177,117,Morgan Davis,morgan.davis@sample.org,IN,Psychologist,"Monday 8:30 AM, Monday 3:00 PM, Tuesday 12:30 PM, Wednesday 9:00 AM, Wednesday 3:30 PM, Thursday 3:30 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 8:30 AM, Friday 2:00 PM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,1,0.7724326574221428,1,good_match
178,2,Avery Nguyen,avery.nguyen@mail.net,AZ,Marriage and Family Therapist,"Monday 9:30 AM, Monday 3:00 PM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 11:30 AM, Thursday 9:30 AM, Thursday 11:00 AM, Friday 12:00 PM, Friday 4:30 PM",Quinn Patel,quinn.patel@mail.net,AZ,"Psychologist, Marriage and Family Therapist, Social Worker","Monday 10:30 AM, Monday 12:00 PM, Monday 1:00 PM, Monday 2:00 PM, Tuesday 9:30 AM, Tuesday 12:00 PM, Tuesday 4:00 PM, Wednesday 10:00 AM, Wednesday 11:00 AM, Thursday 11:30 AM, Thursday 1:00 PM, Thursday 4:00 PM, Thursday 4:30 PM, Friday 8:00 AM, Friday 11:00 AM, Friday 3:00 PM",4,0,0.725202960566971,1,good_match
178,64,Avery Nguyen,avery.nguyen@mail.net,AZ,Marriage and Family Therapist,"Monday 9:30 AM, Monday 3:00 PM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 11:30 AM, Thursday 9:30 AM, Thursday 11:00 AM, Friday 12:00 PM, Friday 4:30 PM",Reese Chen,reese.chen@example.com,AZ,"Marriage and Family Therapist, Counselor, Social Worker","Monday 12:30 PM, Monday 1:00 PM, Monday 2:30 PM, Wednesday 12:30 PM, Wednesday 2:00 PM, Wednesday 3:00 PM, Wednesday 5:30 PM, Wednesday 6:00 PM, Friday 9:30 AM, Friday 11:30 AM",3,0,0.6018679757123334,1,good_match
180,33,Drew Lee,drew.lee@mail.net,SD,Social Worker,"Monday 2:30 PM, Tuesday 11:00 AM, Wednesday 2:00 PM, Thursday 4:30 PM, Friday 8:30 AM, Friday 9:30 AM, Friday 3:30 PM",Skyler Bennett,skyler.bennett@example.com,SD,Social Worker,"Monday 10:30 AM, Monday 12:00 PM, Monday 3:30 PM, Wednesday 9:00 AM, Wednesday 10:30 AM, Wednesday 2:00 PM, Thursday 10:30 AM, Thursday 12:30 PM, Thursday 2:30 PM, Friday 8:00 AM, Friday 9:30 AM, Friday 4:00 PM, Friday 4:30 PM, Friday 5:30 PM",4,2,0.7376769660773601,1,good_match
180,85,Drew Lee,drew.lee@mail.net,SD,Social Worker,"Monday 2:30 PM, Tuesday 11:00 AM, Wednesday 2:00 PM, Thursday 4:30 PM, Friday 8:30 AM, Friday 9:30 AM, Friday 3:30 PM",Dakota Moore,dakota.moore@example.com,"SD, SC, NJ",Social Worker,"Monday 8:00 AM, Monday 9:00 AM, Monday 5:00 PM, Tuesday 9:00 AM, Tuesday 12:30 PM, Tuesday 4:00 PM, Wednesday 9:30 AM, Wednesday 1:30 PM, Wednesday 2:00 PM, Thursday 9:00 AM, Thursday 10:30 AM, Thursday 1:00 PM, Thursday 2:30 PM, Thursday 3:30 PM, Thursday 4:30 PM, Friday 8:30 AM, Friday 11:30 AM",6,3,0.6579586737874504,1,good_match
181,1,Harper Brown,harper.brown@example.com,VT,Psychologist,"Monday 9:30 AM, Monday 10:00 AM, Monday 12:30 PM, Monday 1:30 PM, Monday 5:30 PM, Wednesday 8:00 AM, Wednesday 4:00 PM, Friday 9:30 AM, Friday 11:30 AM, Friday 1:30 PM, Friday 6:00 PM",Jamie Garcia,jamie.garcia@example.com,VT,"Psychologist, Social Worker, Counselor","Monday 8:00 AM, Monday 1:30 PM, Monday 2:00 PM, Monday 2:30 PM, Monday 5:30 PM, Monday 6:00 PM, Tuesday 11:00 AM, Tuesday 3:00 PM, Wednesday 8:30 AM, Wednesday 11:00 AM, Wednesday 2:00 PM, Friday 10:30 AM, Friday 2:30 PM, Friday 5:30 PM",4,2,0.809230952778348,1,good_match
181,26,Harper Brown,harper.brown@example.com,VT,Psychologist,"Monday 9:30 AM, Monday 10:00 AM, Monday 12:30 PM, Monday 1:30 PM, Monday 5:30 PM, Wednesday 8:00 AM, Wednesday 4:00 PM, Friday 9:30 AM, Friday 11:30 AM, Friday 1:30 PM, Friday 6:00 PM",Cameron Patel,cameron.patel@example.com,VT,"Psychologist, Social Worker, Marriage and Family Therapist","Monday 4:30 PM, Tuesday 5:30 PM, Wednesday 3:00 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Thursday 10:00 AM, Thursday 12:00 PM, Thursday 2:30 PM, Friday 8:30 AM, Friday 2:00 PM, Friday 5:00 PM",6,1,0.7110808046504163,1,good_match
181,39,Harper Brown,harper.brown@example.com,VT,Psychologist,"Monday 9:30 AM, Monday 10:00 AM, Monday 12:30 PM, Monday 1:30 PM, Monday 5:30 PM, Wednesday 8:00 AM, Wednesday 4:00 PM, Friday 9:30 AM, Friday 11:30 AM, Friday 1:30 PM, Friday 6:00 PM",Kendall Chen,kendall.chen@example.com,VT,Psychologist,"Monday 8:30 AM, Monday 11:00 AM, Monday 3:00 PM, Tuesday 9:00 AM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 8:30 AM, Wednesday 3:00 PM, Wednesday 5:00 PM, Wednesday 5:30 PM, Thursday 1:00 PM",5,0,0.6336847352927424,1,good_match
184,61,Dakota Bennett,dakota.bennett@example.com,UT,Marriage and Family Therapist,"Monday 9:30 AM, Monday 1:30 PM, Monday 6:00 PM, Tuesday 3:30 PM, Wednesday 11:00 AM, Wednesday 12:00 PM, Wednesday 3:00 PM, Wednesday 5:00 PM, Friday 8:00 AM, Friday 2:30 PM",Avery Ramirez,avery.ramirez@sample.org,UT,"Marriage and Family Therapist, Social Worker","Monday 9:00 AM, Monday 11:00 AM, Monday 1:30 PM, Monday 3:30 PM, Monday 4:00 PM, Tuesday 9:30 AM, Tuesday 11:00 AM, Tuesday 1:00 PM, Tuesday 3:00 PM, Wednesday 8:00 AM, Wednesday 4:00 PM, Thursday 2:30 PM, Thursday 5:00 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 4:00 PM",3,2,0.8060460021792379,0,sampled_negative
185,72,Peyton Garcia,peyton.garcia@mail.net,WV,Psychologist,"Monday 8:30 AM, Monday 5:00 PM, Tuesday 4:00 PM, Tuesday 4:30 PM, Wednesday 10:30 AM, Thursday 11:00 AM, Thursday 5:00 PM, Thursday 5:30 PM, Friday 9:00 AM, Friday 12:30 PM, Friday 4:30 PM, Friday 5:00 PM",Emerson Wilson,emerson.wilson@example.com,WV,Psychologist,"Monday 12:30 PM, Tuesday 4:00 PM, Tuesday 5:30 PM, Wednesday 12:30 PM, Wednesday 1:30 PM, Wednesday 2:00 PM, Wednesday 4:00 PM, Thursday 1:00 PM, Thursday 5:00 PM, Friday 11:00 AM",2,2,0.7570282820880102,1,good_match
185,117,Peyton Garcia,peyton.garcia@mail.net,WV,Psychologist,"Monday 8:30 AM, Monday 5:00 PM, Tuesday 4:00 PM, Tuesday 4:30 PM, Wednesday 10:30 AM, Thursday 11:00 AM, Thursday 5:00 PM, Thursday 5:30 PM, Friday 9:00 AM, Friday 12:30 PM, Friday 4:30 PM, Friday 5:00 PM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,4,0.8441547248300444,1,good_match
186,40,Avery Moore,avery.moore@mail.net,GA,Social Worker,"Monday 8:00 AM, Wednesday 12:00 PM, Thursday 10:30 AM, Thursday 11:30 AM, Thursday 1:00 PM, Thursday 2:30 PM",Finley Brown,finley.brown@sample.org,"GA, OR","Social Worker, Psychologist","Tuesday 11:30 AM, Wednesday 11:00 AM, Wednesday 1:30 PM, Thursday 9:30 AM, Thursday 12:00 PM, Thursday 2:30 PM, Thursday 3:00 PM, Thursday 4:00 PM, Friday 2:30 PM, Friday 3:30 PM, Friday 4:30 PM",5,1,0.6808158582683479,1,good_match
187,79,Emerson Reed,emerson.reed@example.com,WV,Marriage and Family Therapist,"Monday 5:00 PM, Monday 6:00 PM, Tuesday 9:00 AM, Tuesday 11:30 AM, Wednesday 1:00 PM, Thursday 9:00 AM, Thursday 5:30 PM",Sam Nguyen,sam.nguyen@example.com,WV,"Social Worker, Marriage and Family Therapist, Counselor","Monday 9:00 AM, Monday 12:30 PM, Monday 2:00 PM, Monday 4:30 PM, Monday 5:30 PM, Tuesday 9:00 AM, Tuesday 9:30 AM, Tuesday 11:00 AM, Tuesday 11:30 AM, Tuesday 4:00 PM, Tuesday 5:00 PM, Wednesday 8:30 AM, Wednesday 10:00 AM, Wednesday 6:00 PM, Thursday 8:30 AM, Thursday 11:00 AM, Friday 3:00 PM, Friday 4:00 PM",6,2,0.8351623330222724,1,good_match
192,105,Casey Gonzalez,casey.gonzalez@sample.org,WA,Marriage and Family Therapist,"Monday 2:30 PM, Tuesday 8:30 AM, Tuesday 5:00 PM, Wednesday 9:30 AM, Wednesday 3:30 PM, Wednesday 4:30 PM, Wednesday 6:00 PM, Thursday 11:30 AM, Friday 3:30 PM",Hayden Wilson,hayden.wilson@example.com,WA,"Psychologist, Social Worker, Marriage and Family Therapist","Monday 9:00 AM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 9:30 AM, Tuesday 5:30 PM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Thursday 1:00 PM, Friday 10:30 AM",5,0,0.7778371660383635,1,good_match
194,63,Alex Rivera,alex.rivera@mail.net,PA,Counselor,"Tuesday 2:00 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 11:30 AM, Thursday 6:00 PM, Friday 3:30 PM",Riley Ramirez,riley.ramirez@example.com,"PA, MA",Counselor,"Monday 11:00 AM, Monday 12:00 PM, Monday 3:00 PM, Monday 4:00 PM, Wednesday 10:00 AM, Wednesday 1:30 PM, Wednesday 3:30 PM, Wednesday 5:00 PM, Thursday 9:00 AM, Thursday 10:00 AM, Thursday 2:00 PM, Friday 1:00 PM, Friday 1:30 PM, Friday 3:30 PM",6,2,0.6700994208172752,1,good_match
195,28,Emerson Jenkins,emerson.jenkins@example.com,IA,Marriage and Family Therapist,"Monday 8:30 AM, Monday 1:30 PM, Wednesday 10:00 AM, Wednesday 12:00 PM, Wednesday 4:30 PM, Thursday 8:30 AM, Thursday 9:00 AM",Taylor Lee,taylor.lee@example.com,IA,"Counselor, Marriage and Family Therapist","Monday 9:00 AM, Monday 11:30 AM, Monday 12:00 PM, Tuesday 10:30 AM, Wednesday 8:00 AM, Wednesday 11:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 1:30 PM, Friday 10:30 AM, Friday 3:00 PM",6,1,0.6437410618016953,1,good_match
195,56,Emerson Jenkins,emerson.jenkins@example.com,IA,Marriage and Family Therapist,"Monday 8:30 AM, Monday 1:30 PM, Wednesday 10:00 AM, Wednesday 12:00 PM, Wednesday 4:30 PM, Thursday 8:30 AM, Thursday 9:00 AM",Emerson Martinez,emerson.martinez@sample.org,IA,"Marriage and Family Therapist, Social Worker, Psychologist","Monday 10:30 AM, Monday 2:00 PM, Monday 4:30 PM, Tuesday 5:00 PM, Wednesday 3:00 PM, Thursday 4:30 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 9:30 AM, Friday 12:00 PM, Friday 2:00 PM, Friday 3:00 PM, Friday 4:00 PM",0,0,0.5360560643432117,0,capacity_full
195,58,Emerson Jenkins,emerson.jenkins@example.com,IA,Marriage and Family Therapist,"Monday 8:30 AM, Monday 1:30 PM, Wednesday 10:00 AM, Wednesday 12:00 PM, Wednesday 4:30 PM, Thursday 8:30 AM, Thursday 9:00 AM",Reese Lopez,reese.lopez@example.com,IA,"Psychologist, Marriage and Family Therapist, Counselor","Monday 8:30 AM, Monday 3:30 PM, Tuesday 2:00 PM, Wednesday 10:30 AM, Wednesday 12:00 PM, Wednesday 4:00 PM, Thursday 10:30 AM, Thursday 1:30 PM, Friday 9:00 AM, Friday 1:30 PM, Friday 4:30 PM",4,2,0.7778378978373328,1,good_match
196,65,Emerson Hernandez,emerson.hernandez@mail.net,SC,Counselor,"Monday 4:30 PM, Monday 5:00 PM, Monday 6:00 PM, Tuesday 8:30 AM, Wednesday 9:30 AM, Wednesday 3:30 PM, Wednesday 5:30 PM, Thursday 9:00 AM, Thursday 12:30 PM, Friday 8:00 AM, Friday 12:30 PM, Friday 1:00 PM",Reese Martinez,reese.martinez@example.com,SC,"Marriage and Family Therapist, Counselor, Psychologist","Monday 2:00 PM, Monday 3:00 PM, Tuesday 11:00 AM, Tuesday 12:00 PM, Wednesday 8:30 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Wednesday 3:30 PM, Wednesday 4:00 PM, Thursday 8:30 AM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 6:00 PM, Friday 10:30 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 4:30 PM",2,1,0.7892216019860193,1,good_match
197,54,Harper Jenkins,harper.jenkins@example.com,NY,Counselor,"Monday 10:30 AM, Tuesday 10:30 AM, Tuesday 12:00 PM, Tuesday 2:00 PM, Wednesday 10:30 AM, Friday 8:30 AM",Elliot Rivera,elliot.rivera@mail.net,NY,"Counselor, Social Worker, Psychologist","Monday 8:30 AM, Monday 12:30 PM, Monday 6:00 PM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 9:00 AM, Wednesday 3:00 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 2:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 5:00 PM",5,1,0.4100178250117909,1,good_match
197,89,Harper Jenkins,harper.jenkins@example.com,NY,Counselor,"Monday 10:30 AM, Tuesday 10:30 AM, Tuesday 12:00 PM, Tuesday 2:00 PM, Wednesday 10:30 AM, Friday 8:30 AM",Riley Bennett,riley.bennett@sample.org,NY,"Psychologist, Counselor, Marriage and Family Therapist","Monday 1:00 PM, Monday 2:30 PM, Tuesday 9:00 AM, Tuesday 4:00 PM, Tuesday 6:00 PM, Wednesday 2:00 PM, Wednesday 2:30 PM, Thursday 11:00 AM, Thursday 3:00 PM, Friday 8:00 AM, Friday 12:30 PM",5,0,0.40590618603500506,1,good_match
199,11,Morgan Ramirez,morgan.ramirez@mail.net,OH,Counselor,"Monday 12:30 PM, Tuesday 11:30 AM, Tuesday 1:30 PM, Wednesday 10:00 AM, Wednesday 11:00 AM, Wednesday 12:30 PM, Thursday 9:30 AM, Thursday 2:00 PM, Thursday 6:00 PM",Kendall Jenkins,kendall.jenkins@example.com,OH,"Counselor, Psychologist","Monday 8:30 AM, Monday 11:00 AM, Monday 12:30 PM, Monday 2:00 PM, Tuesday 1:00 PM, Tuesday 3:00 PM, Wednesday 3:00 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 11:30 AM, Thursday 6:00 PM, Friday 5:30 PM",3,2,0.6864593867195486,1,good_match
